study	run	organism	strategy	path
SRP059670	SRR2070930	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070930.sra
SRP059670	SRR2070931	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070931.sra
SRP059670	SRR2070932	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070932.sra
SRP059670	SRR2070933	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070933.sra
SRP059670	SRR2070934	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070934.sra
SRP059670	SRR2070935	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070935.sra
SRP059670	SRR2070936	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070936.sra
SRP059670	SRR2070937	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070937.sra
SRP059670	SRR2070938	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070938.sra
SRP059670	SRR2070939	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070939.sra
SRP059670	SRR2070940	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070940.sra
SRP059670	SRR2070941	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070941.sra
SRP059670	SRR2070942	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070942.sra
SRP059670	SRR2070943	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070943.sra
SRP059670	SRR2070944	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070944.sra
SRP059670	SRR2070945	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070945.sra
SRP059670	SRR2070946	Mus musculus	SINGLE	[[ROOT]]/rawData/sra/SRP059670/SRR2070946.sra
SRP059670	SRR2070947	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070947.sra
SRP059670	SRR2070948	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070948.sra
SRP059670	SRR2070949	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070949.sra
SRP059670	SRR2070950	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070950.sra
SRP059670	SRR2070951	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070951.sra
SRP059670	SRR2070952	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070952.sra
SRP059670	SRR2070953	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070953.sra
SRP059670	SRR2070954	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070954.sra
SRP059670	SRR2070955	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070955.sra
SRP059670	SRR2070956	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070956.sra
SRP059670	SRR2070957	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070957.sra
SRP059670	SRR2070958	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070958.sra
SRP059670	SRR2070959	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070959.sra
SRP059670	SRR2070960	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070960.sra
SRP059670	SRR2070961	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070961.sra
SRP059670	SRR2070962	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070962.sra
SRP059670	SRR2070963	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070963.sra
SRP059670	SRR2070964	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070964.sra
SRP059670	SRR2070965	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070965.sra
SRP059670	SRR2070966	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070966.sra
SRP059670	SRR2070967	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP059670/SRR2070967.sra
SRP063867	SRR2453299	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453299.sra
SRP063867	SRR2453300	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453300.sra
SRP063867	SRR2453301	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453301.sra
SRP063867	SRR2453302	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453302.sra
SRP063867	SRR2453303	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453303.sra
SRP063867	SRR2453304	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453304.sra
SRP063867	SRR2453305	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453305.sra
SRP063867	SRR2453306	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453306.sra
SRP063867	SRR2453307	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453307.sra
SRP063867	SRR2453308	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453308.sra
SRP063867	SRR2453309	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453309.sra
SRP063867	SRR2453310	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453310.sra
SRP063867	SRR2453311	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453311.sra
SRP063867	SRR2453312	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453312.sra
SRP063867	SRR2453313	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453313.sra
SRP063867	SRR2453314	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453314.sra
SRP063867	SRR2453318	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453318.sra
SRP063867	SRR2453319	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453319.sra
SRP063867	SRR2453320	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453320.sra
SRP063867	SRR2453323	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453323.sra
SRP063867	SRR2453332	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453332.sra
SRP063867	SRR2453333	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453333.sra
SRP063867	SRR2453334	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453334.sra
SRP063867	SRR2453335	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453335.sra
SRP063867	SRR2453336	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453336.sra
SRP063867	SRR2453341	Homo sapiens	PAIRED	[[ROOT]]/rawData/sra/SRP063867/SRR2453341.sra
SRP064357	SRR2541723	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541723.sra
SRP064357	SRR2541724	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541724.sra
SRP064357	SRR2541737	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541737.sra
SRP064357	SRR2541738	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541738.sra
SRP064357	SRR2541739	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541739.sra
SRP064357	SRR2541740	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541740.sra
SRP064357	SRR2541741	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541741.sra
SRP064357	SRR2541742	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541742.sra
SRP064357	SRR2541743	Mus musculus	PAIRED	[[ROOT]]/rawData/sra/SRP064357/SRR2541743.sra
