id	study_id	run_id	organism	type	descriptor	group
SRP059205_SRR2054142	SRP059205	SRR2054142	Homo_sapiens	Progenitor	promyelocytes_PBMC_iPSC	SRP059205.Homo_sapiens.Progenitor.promyelocytes_PBMC_iPSC
SRP059205_SRR2054143	SRP059205	SRR2054143	Homo_sapiens	Progenitor	promyelocytes_PBMC_iPSC	SRP059205.Homo_sapiens.Progenitor.promyelocytes_PBMC_iPSC
SRP059205_SRR2054148	SRP059205	SRR2054148	Homo_sapiens	Pluripotent	iPSC_fibro	SRP059205.Homo_sapiens.Pluripotent.iPSC_fibro
SRP059205_SRR2054149	SRP059205	SRR2054149	Homo_sapiens	Pluripotent	iPSC_fibro	SRP059205.Homo_sapiens.Pluripotent.iPSC_fibro
SRP059205_SRR2054150	SRP059205	SRR2054150	Homo_sapiens	Pluripotent	iPSC_PBMC	SRP059205.Homo_sapiens.Pluripotent.iPSC_PBMC
SRP059205_SRR2054151	SRP059205	SRR2054151	Homo_sapiens	Pluripotent	iPSC_PBMC	SRP059205.Homo_sapiens.Pluripotent.iPSC_PBMC
SRP059205_SRR2054153	SRP059205	SRR2054153	Homo_sapiens	Pluripotent	iPSC_cord_blood	SRP059205.Homo_sapiens.Pluripotent.iPSC_cord_blood
SRP059205_SRR2054154	SRP059205	SRR2054154	Homo_sapiens	Pluripotent	iPSC_cord_blood	SRP059205.Homo_sapiens.Pluripotent.iPSC_cord_blood
SRP059205_SRR2054155	SRP059205	SRR2054155	Homo_sapiens	Progenitor	MSC_fibro	SRP059205.Homo_sapiens.Progenitor.MSC_fibro
SRP059205_SRR2054156	SRP059205	SRR2054156	Homo_sapiens	Progenitor	MSC_fibro	SRP059205.Homo_sapiens.Progenitor.MSC_fibro
SRP059205_SRR2054157	SRP059205	SRR2054157	Homo_sapiens	Progenitor	MSC_PBMC	SRP059205.Homo_sapiens.Progenitor.MSC_PBMC
SRP059205_SRR2054158	SRP059205	SRR2054158	Homo_sapiens	Progenitor	MSC_cord_blood	SRP059205.Homo_sapiens.Progenitor.MSC_cord_blood
SRP059670_SRR2070944	SRP059670	SRR2070944	Mus_musculus	Pluripotent	iPSC	SRP059670.Mus_musculus.Pluripotent.iPSC
SRP059670_SRR2070945	SRP059670	SRR2070945	Mus_musculus	Pluripotent	iPSC	SRP059670.Mus_musculus.Pluripotent.iPSC
SRP059670_SRR2070946	SRP059670	SRR2070946	Mus_musculus	Pluripotent	iPSC	SRP059670.Mus_musculus.Pluripotent.iPSC
SRP059670_SRR2070965	SRP059670	SRR2070965	Mus_musculus	Differentiated	MEF	SRP059670.Mus_musculus.Differentiated.MEF
SRP059670_SRR2070966	SRP059670	SRR2070966	Mus_musculus	Differentiated	MEF	SRP059670.Mus_musculus.Differentiated.MEF
SRP059670_SRR2070967	SRP059670	SRR2070967	Mus_musculus	Differentiated	MEF	SRP059670.Mus_musculus.Differentiated.MEF
SRP060709_SRR2097466	SRP060709	SRR2097466	Mus_musculus	Pluripotent	iPSC.WT	SRP060709.Mus_musculus.Pluripotent.iPSC.WT
SRP060709_SRR2097467	SRP060709	SRR2097467	Mus_musculus	Pluripotent	iPSC.WT	SRP060709.Mus_musculus.Pluripotent.iPSC.WT
SRP060709_SRR2097473	SRP060709	SRR2097473	Mus_musculus	Pluripotent	iPSC_2i.MKOS	SRP060709.Mus_musculus.Pluripotent.iPSC_2i.MKOS
SRP060709_SRR2097475	SRP060709	SRR2097475	Mus_musculus	Pluripotent	iPSC_2i.MKOS	SRP060709.Mus_musculus.Pluripotent.iPSC_2i.MKOS
SRP060709_SRR2097477	SRP060709	SRR2097477	Mus_musculus	Pluripotent	iPSC_2i.OKMS	SRP060709.Mus_musculus.Pluripotent.iPSC_2i.OKMS
SRP060709_SRR2097479	SRP060709	SRR2097479	Mus_musculus	Pluripotent	iPSC_2i.OKMS	SRP060709.Mus_musculus.Pluripotent.iPSC_2i.OKMS
SRP060709_SRR2097480	SRP060709	SRR2097480	Mus_musculus	Differentiated	MEF.WT	SRP060709.Mus_musculus.Differentiated.MEF.WT
SRP060709_SRR2097481	SRP060709	SRR2097481	Mus_musculus	Differentiated	MEF.WT	SRP060709.Mus_musculus.Differentiated.MEF.WT
SRP060709_SRR2097482	SRP060709	SRR2097482	Mus_musculus	Differentiated	MEF.MKOS	SRP060709.Mus_musculus.Differentiated.MEF.MKOS
SRP060709_SRR2097483	SRP060709	SRR2097483	Mus_musculus	Differentiated	MEF.MKOS	SRP060709.Mus_musculus.Differentiated.MEF.MKOS
SRP060709_SRR2097484	SRP060709	SRR2097484	Mus_musculus	Differentiated	MEF.OKMS	SRP060709.Mus_musculus.Differentiated.MEF.OKMS
SRP060709_SRR2097485	SRP060709	SRR2097485	Mus_musculus	Differentiated	MEF.OKMS	SRP060709.Mus_musculus.Differentiated.MEF.OKMS
SRP061880_SRR2138033	SRP061880	SRR2138033	Homo_sapiens	Progenitor	iPSC_derived_NPC.WT	SRP061880.Homo_sapiens.Progenitor.iPSC_derived_NPC.WT
SRP061880_SRR2138034	SRP061880	SRR2138034	Homo_sapiens	Progenitor	iPSC_derived_NPC.WT	SRP061880.Homo_sapiens.Progenitor.iPSC_derived_NPC.WT
SRP061880_SRR2138035	SRP061880	SRR2138035	Homo_sapiens	Progenitor	iPSC_derived_NPC.CHD8_hetero	SRP061880.Homo_sapiens.Progenitor.iPSC_derived_NPC.CHD8_hetero
SRP061880_SRR2138036	SRP061880	SRR2138036	Homo_sapiens	Progenitor	iPSC_derived_NPC.CHD8_hetero	SRP061880.Homo_sapiens.Progenitor.iPSC_derived_NPC.CHD8_hetero
SRP061880_SRR2138037	SRP061880	SRR2138037	Homo_sapiens	Differentiated	iPSC_derived_neuron.WT	SRP061880.Homo_sapiens.Differentiated.iPSC_derived_neuron.WT
SRP061880_SRR2138038	SRP061880	SRR2138038	Homo_sapiens	Differentiated	iPSC_derived_neuron.WT	SRP061880.Homo_sapiens.Differentiated.iPSC_derived_neuron.WT
SRP061880_SRR2138039	SRP061880	SRR2138039	Homo_sapiens	Differentiated	iPSC_derived_neuron.CHD8_hetero	SRP061880.Homo_sapiens.Differentiated.iPSC_derived_neuron.CHD8_hetero
SRP061880_SRR2138040	SRP061880	SRR2138040	Homo_sapiens	Differentiated	iPSC_derived_neuron.CHD8_hetero	SRP061880.Homo_sapiens.Differentiated.iPSC_derived_neuron.CHD8_hetero
SRP063867_SRR2453299	SRP063867	SRR2453299	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453300	SRP063867	SRR2453300	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453301	SRP063867	SRR2453301	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453302	SRP063867	SRR2453302	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453303	SRP063867	SRR2453303	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453304	SRP063867	SRR2453304	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453305	SRP063867	SRR2453305	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453306	SRP063867	SRR2453306	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453307	SRP063867	SRR2453307	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453308	SRP063867	SRR2453308	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453309	SRP063867	SRR2453309	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453310	SRP063867	SRR2453310	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453311	SRP063867	SRR2453311	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453312	SRP063867	SRR2453312	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453313	SRP063867	SRR2453313	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453314	SRP063867	SRR2453314	Homo_sapiens	Pluripotent	iPSC_isogenic	SRP063867.Homo_sapiens.Pluripotent.iPSC_isogenic
SRP063867_SRR2453318	SRP063867	SRR2453318	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453319	SRP063867	SRR2453319	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453320	SRP063867	SRR2453320	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453323	SRP063867	SRR2453323	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453332	SRP063867	SRR2453332	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453333	SRP063867	SRR2453333	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453334	SRP063867	SRR2453334	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453335	SRP063867	SRR2453335	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453336	SRP063867	SRR2453336	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP063867_SRR2453341	SRP063867	SRR2453341	Homo_sapiens	Differentiated	fibroblast_isogenic	SRP063867.Homo_sapiens.Differentiated.fibroblast_isogenic
SRP064357_SRR2541723	SRP064357	SRR2541723	Mus_musculus	Differentiated	MEF	SRP064357.Mus_musculus.Differentiated.MEF
SRP064357_SRR2541724	SRP064357	SRR2541724	Mus_musculus	Differentiated	MEF	SRP064357.Mus_musculus.Differentiated.MEF
SRP064357_SRR2541737	SRP064357	SRR2541737	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP064357_SRR2541738	SRP064357	SRR2541738	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP064357_SRR2541739	SRP064357	SRR2541739	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP064357_SRR2541740	SRP064357	SRR2541740	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP064357_SRR2541741	SRP064357	SRR2541741	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP064357_SRR2541742	SRP064357	SRR2541742	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP064357_SRR2541743	SRP064357	SRR2541743	Mus_musculus	Progenitor	ciPSC	SRP064357.Mus_musculus.Progenitor.ciPSC
SRP065036_SRR2734256	SRP065036	SRR2734256	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734257	SRP065036	SRR2734257	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734258	SRP065036	SRR2734258	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734259	SRP065036	SRR2734259	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734260	SRP065036	SRR2734260	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734261	SRP065036	SRR2734261	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734262	SRP065036	SRR2734262	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734263	SRP065036	SRR2734263	Homo_sapiens	Progenitor	NSC.Control	SRP065036.Homo_sapiens.Progenitor.NSC.Control
SRP065036_SRR2734264	SRP065036	SRR2734264	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734265	SRP065036	SRR2734265	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734266	SRP065036	SRR2734266	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734267	SRP065036	SRR2734267	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734268	SRP065036	SRR2734268	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734269	SRP065036	SRR2734269	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734270	SRP065036	SRR2734270	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734271	SRP065036	SRR2734271	Homo_sapiens	Pluripotent	iPSC.Control	SRP065036.Homo_sapiens.Pluripotent.iPSC.Control
SRP065036_SRR2734272	SRP065036	SRR2734272	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734273	SRP065036	SRR2734273	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734274	SRP065036	SRR2734274	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734275	SRP065036	SRR2734275	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734276	SRP065036	SRR2734276	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734277	SRP065036	SRR2734277	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734278	SRP065036	SRR2734278	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734279	SRP065036	SRR2734279	Homo_sapiens	Progenitor	NSC.Huntington	SRP065036.Homo_sapiens.Progenitor.NSC.Huntington
SRP065036_SRR2734280	SRP065036	SRR2734280	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734281	SRP065036	SRR2734281	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734283	SRP065036	SRR2734283	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734284	SRP065036	SRR2734284	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734285	SRP065036	SRR2734285	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734286	SRP065036	SRR2734286	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734287	SRP065036	SRR2734287	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP065036_SRR2734288	SRP065036	SRR2734288	Homo_sapiens	Pluripotent	iPSC.Huntington	SRP065036.Homo_sapiens.Pluripotent.iPSC.Huntington
SRP069058_SRR3133769	SRP069058	SRR3133769	Mus_musculus	Differentiated	fibroblasts	SRP069058.Mus_musculus.Differentiated.fibroblasts
SRP069058_SRR3133770	SRP069058	SRR3133770	Mus_musculus	Differentiated	fibroblasts	SRP069058.Mus_musculus.Differentiated.fibroblasts
SRP069058_SRR3133771	SRP069058	SRR3133771	Mus_musculus	Differentiated	fibroblasts	SRP069058.Mus_musculus.Differentiated.fibroblasts
SRP069058_SRR3133775	SRP069058	SRR3133775	Mus_musculus	Progenitor	ieCPC_passage_3	SRP069058.Mus_musculus.Progenitor.ieCPC_passage_3
SRP069058_SRR3133776	SRP069058	SRR3133776	Mus_musculus	Progenitor	ieCPC_passage_3	SRP069058.Mus_musculus.Progenitor.ieCPC_passage_3
SRP069058_SRR3133777	SRP069058	SRR3133777	Mus_musculus	Progenitor	ieCPC_passage_3	SRP069058.Mus_musculus.Progenitor.ieCPC_passage_3
SRP069058_SRR3133778	SRP069058	SRR3133778	Mus_musculus	Progenitor	ieCPC_passage_12	SRP069058.Mus_musculus.Progenitor.ieCPC_passage_12
SRP069058_SRR3133779	SRP069058	SRR3133779	Mus_musculus	Progenitor	ieCPC_passage_12	SRP069058.Mus_musculus.Progenitor.ieCPC_passage_12
SRP069058_SRR3133780	SRP069058	SRR3133780	Mus_musculus	Progenitor	ieCPC_passage_12	SRP069058.Mus_musculus.Progenitor.ieCPC_passage_12
SRP069058_SRR3133781	SRP069058	SRR3133781	Mus_musculus	Differentiated	cardiac_derivatives	SRP069058.Mus_musculus.Differentiated.cardiac_derivatives
SRP069058_SRR3133782	SRP069058	SRR3133782	Mus_musculus	Differentiated	cardiac_derivatives	SRP069058.Mus_musculus.Differentiated.cardiac_derivatives
SRP069058_SRR3133783	SRP069058	SRR3133783	Mus_musculus	Differentiated	cardiac_derivatives	SRP069058.Mus_musculus.Differentiated.cardiac_derivatives
SRP069250_SRR3143512	SRP069250	SRR3143512	Mus_musculus	Differentiated	mouse_embryonic_fibroblasts	SRP069250.Mus_musculus.Differentiated.mouse_embryonic_fibroblasts
SRP069250_SRR3143513	SRP069250	SRR3143513	Mus_musculus	Differentiated	mouse_embryonic_fibroblasts	SRP069250.Mus_musculus.Differentiated.mouse_embryonic_fibroblasts
SRP069250_SRR3143514	SRP069250	SRR3143514	Mus_musculus	Differentiated	mouse_embryonic_fibroblasts	SRP069250.Mus_musculus.Differentiated.mouse_embryonic_fibroblasts
SRP069250_SRR3143515	SRP069250	SRR3143515	Mus_musculus	Differentiated	mouse_embryonic_fibroblasts	SRP069250.Mus_musculus.Differentiated.mouse_embryonic_fibroblasts
SRP069250_SRR3143516	SRP069250	SRR3143516	Mus_musculus	Differentiated	mouse_embryonic_fibroblasts	SRP069250.Mus_musculus.Differentiated.mouse_embryonic_fibroblasts
SRP069250_SRR3143517	SRP069250	SRR3143517	Mus_musculus	Differentiated	mouse_embryonic_fibroblasts	SRP069250.Mus_musculus.Differentiated.mouse_embryonic_fibroblasts
SRP069250_SRR3143524	SRP069250	SRR3143524	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143525	SRP069250	SRR3143525	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143526	SRP069250	SRR3143526	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143527	SRP069250	SRR3143527	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143528	SRP069250	SRR3143528	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143529	SRP069250	SRR3143529	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143530	SRP069250	SRR3143530	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143531	SRP069250	SRR3143531	Mus_musculus	Progenitor	iXEN_in_ES_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_ES_cell_medium
SRP069250_SRR3143538	SRP069250	SRR3143538	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143539	SRP069250	SRR3143539	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143540	SRP069250	SRR3143540	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143541	SRP069250	SRR3143541	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143542	SRP069250	SRR3143542	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143543	SRP069250	SRR3143543	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143544	SRP069250	SRR3143544	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP069250_SRR3143545	SRP069250	SRR3143545	Mus_musculus	Progenitor	iXEN_in_XEN_cell_medium	SRP069250.Mus_musculus.Progenitor.iXEN_in_XEN_cell_medium
SRP071205_SRR3206904	SRP071205	SRR3206904	Mus_musculus	Differentiated	MEF	SRP071205.Mus_musculus.Differentiated.MEF
SRP071205_SRR3206908	SRP071205	SRR3206908	Mus_musculus	Progenitor	ciNSLC	SRP071205.Mus_musculus.Progenitor.ciNSLC
SRP071205_SRR3206911	SRP071205	SRR3206911	Mus_musculus	Differentiated	MEF	SRP071205.Mus_musculus.Differentiated.MEF
SRP071205_SRR3206918	SRP071205	SRR3206918	Mus_musculus	Progenitor	ciNSLC	SRP071205.Mus_musculus.Progenitor.ciNSLC
SRP071205_SRR3206919	SRP071205	SRR3206919	Mus_musculus	Progenitor	ciNSLC	SRP071205.Mus_musculus.Progenitor.ciNSLC
SRP076951_SRR3711177	SRP076951	SRR3711177	Homo_sapiens	Progenitor	NPC.ADRC-40_iPSC	SRP076951.Homo_sapiens.Progenitor.NPC.ADRC-40_iPSC
SRP076951_SRR3711178	SRP076951	SRR3711178	Homo_sapiens	Progenitor	NPC.ADRC-40_iPSC	SRP076951.Homo_sapiens.Progenitor.NPC.ADRC-40_iPSC
SRP076951_SRR3711179	SRP076951	SRR3711179	Homo_sapiens	Progenitor	NPC.WT-33_iPSC	SRP076951.Homo_sapiens.Progenitor.NPC.WT-33_iPSC
SRP076951_SRR3711180	SRP076951	SRR3711180	Homo_sapiens	Progenitor	NPC.WT-33_iPSC	SRP076951.Homo_sapiens.Progenitor.NPC.WT-33_iPSC
SRP076951_SRR3711181	SRP076951	SRR3711181	Pan_troglodytes	Progenitor	NPC.PR00818_iPSC	SRP076951.Pan_troglodytes.Progenitor.NPC.PR00818_iPSC
SRP076951_SRR3711182	SRP076951	SRR3711182	Pan_troglodytes	Progenitor	NPC.PR00818_iPSC	SRP076951.Pan_troglodytes.Progenitor.NPC.PR00818_iPSC
SRP076951_SRR3711183	SRP076951	SRR3711183	Pan_troglodytes	Progenitor	NPC.PR01209_iPSC	SRP076951.Pan_troglodytes.Progenitor.NPC.PR01209_iPSC
SRP076951_SRR3711184	SRP076951	SRR3711184	Pan_troglodytes	Progenitor	NPC.PR01209_iPSC	SRP076951.Pan_troglodytes.Progenitor.NPC.PR01209_iPSC
SRP076951_SRR3711185	SRP076951	SRR3711185	Homo_sapiens	Differentiated	neurons.ADRC-40_iPSC	SRP076951.Homo_sapiens.Differentiated.neurons.ADRC-40_iPSC
SRP076951_SRR3711186	SRP076951	SRR3711186	Homo_sapiens	Differentiated	neurons.WT-33_iPSC	SRP076951.Homo_sapiens.Differentiated.neurons.WT-33_iPSC
SRP076951_SRR3711187	SRP076951	SRR3711187	Pan_troglodytes	Differentiated	neurons.PR00818_iPSC	SRP076951.Pan_troglodytes.Differentiated.neurons.PR00818_iPSC
SRP076951_SRR3711188	SRP076951	SRR3711188	Pan_troglodytes	Differentiated	neurons.PR01209_iPSC	SRP076951.Pan_troglodytes.Differentiated.neurons.PR01209_iPSC
