id	study_id	run_id	organism	type	descriptor	group
SRP049593_SRR1643560	SRP049593	SRR1643560	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643561	SRP049593	SRR1643561	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643562	SRP049593	SRR1643562	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643563	SRP049593	SRR1643563	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643564	SRP049593	SRR1643564	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643565	SRP049593	SRR1643565	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643566	SRP049593	SRR1643566	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643567	SRP049593	SRR1643567	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643568	SRP049593	SRR1643568	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643569	SRP049593	SRR1643569	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643570	SRP049593	SRR1643570	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643571	SRP049593	SRR1643571	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP049593_SRR1643572	SRP049593	SRR1643572	Homo_sapiens	Progenitor	MSC_iPSC_single_cell_stranded.WBS	SRP049593.Homo_sapiens.Progenitor.MSC_iPSC_single_cell_stranded.WBS
SRP051710_SRR1748515	SRP051710	SRR1748515	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748516	SRP051710	SRR1748516	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748517	SRP051710	SRR1748517	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748518	SRP051710	SRR1748518	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748519	SRP051710	SRR1748519	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748520	SRP051710	SRR1748520	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748521	SRP051710	SRR1748521	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748522	SRP051710	SRR1748522	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748525	SRP051710	SRR1748525	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748526	SRP051710	SRR1748526	Mus_musculus	Progenitor	induced_tropho_SC.C57B6x129	SRP051710.Mus_musculus.Progenitor.induced_tropho_SC.C57B6x129
SRP051710_SRR1748533	SRP051710	SRR1748533	Mus_musculus	Differentiated	MEF.C57B6x129	SRP051710.Mus_musculus.Differentiated.MEF.C57B6x129
SRP051710_SRR1748534	SRP051710	SRR1748534	Mus_musculus	Differentiated	MEF.C57B6x129	SRP051710.Mus_musculus.Differentiated.MEF.C57B6x129
SRP052014_SRR1752080	SRP052014	SRR1752080	Mus_musculus	Pluripotent	iPSC_SSC	SRP052014.Mus_musculus.Pluripotent.iPSC_SSC
SRP052014_SRR1752081	SRP052014	SRR1752081	Mus_musculus	Pluripotent	iPSC_SSC	SRP052014.Mus_musculus.Pluripotent.iPSC_SSC
SRP052014_SRR1752082	SRP052014	SRR1752082	Mus_musculus	Pluripotent	iPSC_SSC	SRP052014.Mus_musculus.Pluripotent.iPSC_SSC
SRP052014_SRR1752086	SRP052014	SRR1752086	Mus_musculus	Differentiated	SSC	SRP052014.Mus_musculus.Differentiated.SSC
SRP052014_SRR1752087	SRP052014	SRR1752087	Mus_musculus	Differentiated	SSC	SRP052014.Mus_musculus.Differentiated.SSC
SRP052014_SRR1752088	SRP052014	SRR1752088	Mus_musculus	Differentiated	SSC	SRP052014.Mus_musculus.Differentiated.SSC
SRP056571_SRR1930152	SRP056571	SRR1930152	Mus_musculus	Differentiated	MEF	SRP056571.Mus_musculus.Differentiated.MEF
SRP056571_SRR1930153	SRP056571	SRR1930153	Mus_musculus	Differentiated	MEF	SRP056571.Mus_musculus.Differentiated.MEF
SRP056571_SRR1930156	SRP056571	SRR1930156	Mus_musculus	Progenitor	trans_neural_stem_cell	SRP056571.Mus_musculus.Progenitor.trans_neural_stem_cell
SRP056571_SRR1930157	SRP056571	SRR1930157	Mus_musculus	Progenitor	trans_neural_stem_cell	SRP056571.Mus_musculus.Progenitor.trans_neural_stem_cell
SRP056571_SRR1930158	SRP056571	SRR1930158	Mus_musculus	Progenitor	trans_neural_stem_cell	SRP056571.Mus_musculus.Progenitor.trans_neural_stem_cell
SRP056571_SRR1930161	SRP056571	SRR1930161	Mus_musculus	Pluripotent	iPSC	SRP056571.Mus_musculus.Pluripotent.iPSC
SRP056571_SRR1930162	SRP056571	SRR1930162	Mus_musculus	Pluripotent	iPSC	SRP056571.Mus_musculus.Pluripotent.iPSC
SRP056822_SRR1950796	SRP056822	SRR1950796	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950797	SRP056822	SRR1950797	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950798	SRP056822	SRR1950798	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950799	SRP056822	SRR1950799	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950800	SRP056822	SRR1950800	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950801	SRP056822	SRR1950801	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950802	SRP056822	SRR1950802	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950803	SRP056822	SRR1950803	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950804	SRP056822	SRR1950804	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950805	SRP056822	SRR1950805	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950806	SRP056822	SRR1950806	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950807	SRP056822	SRR1950807	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950808	SRP056822	SRR1950808	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950809	SRP056822	SRR1950809	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950810	SRP056822	SRR1950810	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950811	SRP056822	SRR1950811	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950812	SRP056822	SRR1950812	Homo_sapiens	Differentiated	iPSC_derived_neuron.ASD	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.ASD
SRP056822_SRR1950813	SRP056822	SRR1950813	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950814	SRP056822	SRR1950814	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950815	SRP056822	SRR1950815	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950816	SRP056822	SRR1950816	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950817	SRP056822	SRR1950817	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950818	SRP056822	SRR1950818	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950819	SRP056822	SRR1950819	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950820	SRP056822	SRR1950820	Homo_sapiens	Differentiated	iPSC_derived_neuron.Control	SRP056822.Homo_sapiens.Differentiated.iPSC_derived_neuron.Control
SRP056822_SRR1950821	SRP056822	SRR1950821	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950822	SRP056822	SRR1950822	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950823	SRP056822	SRR1950823	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950824	SRP056822	SRR1950824	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950825	SRP056822	SRR1950825	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950826	SRP056822	SRR1950826	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950827	SRP056822	SRR1950827	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950828	SRP056822	SRR1950828	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950829	SRP056822	SRR1950829	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950830	SRP056822	SRR1950830	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950831	SRP056822	SRR1950831	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950832	SRP056822	SRR1950832	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950833	SRP056822	SRR1950833	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950834	SRP056822	SRR1950834	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950835	SRP056822	SRR1950835	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950836	SRP056822	SRR1950836	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950837	SRP056822	SRR1950837	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950838	SRP056822	SRR1950838	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950839	SRP056822	SRR1950839	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950840	SRP056822	SRR1950840	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950841	SRP056822	SRR1950841	Homo_sapiens	Progenitor	iPSC_derived_NPC.ASD	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.ASD
SRP056822_SRR1950842	SRP056822	SRR1950842	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950843	SRP056822	SRR1950843	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950844	SRP056822	SRR1950844	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950845	SRP056822	SRR1950845	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950846	SRP056822	SRR1950846	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950847	SRP056822	SRR1950847	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950848	SRP056822	SRR1950848	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950849	SRP056822	SRR1950849	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950850	SRP056822	SRR1950850	Homo_sapiens	Progenitor	iPSC_derived_NPC.Control	SRP056822.Homo_sapiens.Progenitor.iPSC_derived_NPC.Control
SRP056822_SRR1950851	SRP056822	SRR1950851	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950852	SRP056822	SRR1950852	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950853	SRP056822	SRR1950853	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950854	SRP056822	SRR1950854	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950855	SRP056822	SRR1950855	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950856	SRP056822	SRR1950856	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950857	SRP056822	SRR1950857	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950858	SRP056822	SRR1950858	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950859	SRP056822	SRR1950859	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950860	SRP056822	SRR1950860	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950861	SRP056822	SRR1950861	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950862	SRP056822	SRR1950862	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950863	SRP056822	SRR1950863	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950864	SRP056822	SRR1950864	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950865	SRP056822	SRR1950865	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950866	SRP056822	SRR1950866	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950867	SRP056822	SRR1950867	Homo_sapiens	Pluripotent	iPSC.ASD	SRP056822.Homo_sapiens.Pluripotent.iPSC.ASD
SRP056822_SRR1950868	SRP056822	SRR1950868	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950869	SRP056822	SRR1950869	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950870	SRP056822	SRR1950870	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950871	SRP056822	SRR1950871	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950872	SRP056822	SRR1950872	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950873	SRP056822	SRR1950873	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950874	SRP056822	SRR1950874	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950875	SRP056822	SRR1950875	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950876	SRP056822	SRR1950876	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950877	SRP056822	SRR1950877	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP056822_SRR1950878	SRP056822	SRR1950878	Homo_sapiens	Pluripotent	iPSC.Control	SRP056822.Homo_sapiens.Pluripotent.iPSC.Control
SRP058020_SRR3027039	SRP058020	SRR3027039	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027040	SRP058020	SRR3027040	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027041	SRP058020	SRR3027041	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027042	SRP058020	SRR3027042	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027043	SRP058020	SRR3027043	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027044	SRP058020	SRR3027044	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027045	SRP058020	SRR3027045	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027046	SRP058020	SRR3027046	Mus_musculus	Progenitor	NPC	SRP058020.Mus_musculus.Progenitor.NPC
SRP058020_SRR3027047	SRP058020	SRR3027047	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027048	SRP058020	SRR3027048	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027049	SRP058020	SRR3027049	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027050	SRP058020	SRR3027050	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027051	SRP058020	SRR3027051	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027052	SRP058020	SRR3027052	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027053	SRP058020	SRR3027053	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027054	SRP058020	SRR3027054	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027055	SRP058020	SRR3027055	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027056	SRP058020	SRR3027056	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027057	SRP058020	SRR3027057	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027058	SRP058020	SRR3027058	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027059	SRP058020	SRR3027059	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027060	SRP058020	SRR3027060	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027061	SRP058020	SRR3027061	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027062	SRP058020	SRR3027062	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027063	SRP058020	SRR3027063	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027064	SRP058020	SRR3027064	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027065	SRP058020	SRR3027065	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027066	SRP058020	SRR3027066	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027067	SRP058020	SRR3027067	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027068	SRP058020	SRR3027068	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027069	SRP058020	SRR3027069	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3027070	SRP058020	SRR3027070	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3145976	SRP058020	SRR3145976	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3145977	SRP058020	SRR3145977	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3145978	SRP058020	SRR3145978	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP058020_SRR3145979	SRP058020	SRR3145979	Mus_musculus	Pluripotent	iPSC_NPC	SRP058020.Mus_musculus.Pluripotent.iPSC_NPC
SRP059205_SRR2054139	SRP059205	SRR2054139	Homo_sapiens	Progenitor	myeloid_progenitors_PBMC_iPSC	SRP059205.Homo_sapiens.Progenitor.myeloid_progenitors_PBMC_iPSC
SRP059205_SRR2054140	SRP059205	SRR2054140	Homo_sapiens	Progenitor	myeloid_progenitors_PBMC_iPSC	SRP059205.Homo_sapiens.Progenitor.myeloid_progenitors_PBMC_iPSC
SRP059205_SRR2054141	SRP059205	SRR2054141	Homo_sapiens	Progenitor	promyelocytes_PBMC_iPSC	SRP059205.Homo_sapiens.Progenitor.promyelocytes_PBMC_iPSC
