study	run	organism	strategy	path
ERP014707	ERR1338001	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338001.sra
ERP014707	ERR1338002	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338002.sra
ERP014707	ERR1338003	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338003.sra
ERP014707	ERR1338004	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338004.sra
ERP014707	ERR1338005	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338005.sra
ERP014707	ERR1338006	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338006.sra
ERP014707	ERR1338007	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338007.sra
ERP014707	ERR1338008	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338008.sra
ERP014707	ERR1338009	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338009.sra
ERP014707	ERR1338010	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338010.sra
ERP014707	ERR1338011	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338011.sra
ERP014707	ERR1338012	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338012.sra
ERP014707	ERR1338013	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338013.sra
ERP014707	ERR1338014	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338014.sra
ERP014707	ERR1338015	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338015.sra
ERP014707	ERR1338016	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338016.sra
ERP014707	ERR1338017	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338017.sra
ERP014707	ERR1338018	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338018.sra
ERP014707	ERR1338019	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338019.sra
ERP014707	ERR1338020	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338020.sra
ERP014707	ERR1338021	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338021.sra
ERP014707	ERR1338022	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338022.sra
ERP014707	ERR1338023	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338023.sra
ERP014707	ERR1338024	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338024.sra
ERP014707	ERR1338025	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338025.sra
ERP014707	ERR1338026	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338026.sra
ERP014707	ERR1338027	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338027.sra
ERP014707	ERR1338028	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338028.sra
ERP014707	ERR1338029	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338029.sra
ERP014707	ERR1338030	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338030.sra
ERP014707	ERR1338031	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338031.sra
ERP014707	ERR1338032	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/ERP014707/ERR1338032.sra
SRP011318	SRR438465	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438465.sra
SRP011318	SRR438466	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438466.sra
SRP011318	SRR438467	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438467.sra
SRP011318	SRR438468	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438468.sra
SRP011318	SRR438469	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438469.sra
SRP011318	SRR438470	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438470.sra
SRP011318	SRR438471	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438471.sra
SRP011318	SRR438472	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438472.sra
SRP011318	SRR438473	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438473.sra
SRP011318	SRR438474	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438474.sra
SRP011318	SRR438475	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438475.sra
SRP011318	SRR438476	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438476.sra
SRP011318	SRR438477	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438477.sra
SRP011318	SRR438478	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438478.sra
SRP011318	SRR438479	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438479.sra
SRP011318	SRR438480	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438480.sra
SRP011318	SRR438481	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438481.sra
SRP011318	SRR438482	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438482.sra
SRP011318	SRR438483	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438483.sra
SRP011318	SRR438484	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438484.sra
SRP011318	SRR438485	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438485.sra
SRP011318	SRR438486	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438486.sra
SRP011318	SRR438487	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438487.sra
SRP011318	SRR438488	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438488.sra
SRP011318	SRR438489	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438489.sra
SRP011318	SRR438490	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP011318/SRR438490.sra
SRP016568	SRR597884	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597884.sra
SRP016568	SRR597885	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597885.sra
SRP016568	SRR597886	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597886.sra
SRP016568	SRR597887	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597887.sra
SRP016568	SRR597888	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597888.sra
SRP016568	SRR597889	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597889.sra
SRP016568	SRR597890	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597890.sra
SRP016568	SRR597891	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597891.sra
SRP016568	SRR597892	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597892.sra
SRP016568	SRR597893	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597893.sra
SRP016568	SRR597894	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597894.sra
SRP016568	SRR597895	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597895.sra
SRP016568	SRR597896	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597896.sra
SRP016568	SRR597897	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597897.sra
SRP016568	SRR597898	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597898.sra
SRP016568	SRR597899	Homo sapiens	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597899.sra
SRP016568	SRR597900	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597900.sra
SRP016568	SRR597901	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597901.sra
SRP016568	SRR597902	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597902.sra
SRP016568	SRR597903	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597903.sra
SRP016568	SRR597904	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597904.sra
SRP016568	SRR597905	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597905.sra
SRP016568	SRR597906	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597906.sra
SRP016568	SRR597907	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597907.sra
SRP016568	SRR597908	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597908.sra
SRP016568	SRR597909	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597909.sra
SRP016568	SRR597910	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597910.sra
SRP016568	SRR597911	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597911.sra
SRP016568	SRR597912	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP016568/SRR597912.sra
SRP017684	SRR640257	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP017684/SRR640257.sra
SRP017684	SRR640258	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP017684/SRR640258.sra
SRP017684	SRR640259	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP017684/SRR640259.sra
SRP017684	SRR950427	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP017684/SRR950427.sra
SRP017684	SRR950428	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP017684/SRR950428.sra
SRP017684	SRR950429	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP017684/SRR950429.sra
SRP026281	SRR921473	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921473.sra
SRP026281	SRR921474	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921474.sra
SRP026281	SRR921475	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921475.sra
SRP026281	SRR921476	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921476.sra
SRP026281	SRR921477	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921477.sra
SRP026281	SRR921478	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921478.sra
SRP026281	SRR921479	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921479.sra
SRP026281	SRR921480	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921480.sra
SRP026281	SRR921481	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921481.sra
SRP026281	SRR921482	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921482.sra
SRP026281	SRR921483	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921483.sra
SRP026281	SRR921484	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921484.sra
SRP026281	SRR921485	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP026281/SRR921485.sra
SRP033561	SRR1044368	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044368.sra
SRP033561	SRR1044369	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044369.sra
SRP033561	SRR1044370	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044370.sra
SRP033561	SRR1044371	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044371.sra
SRP033561	SRR1044372	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044372.sra
SRP033561	SRR1044373	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044373.sra
SRP033561	SRR1044374	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044374.sra
SRP033561	SRR1044375	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044375.sra
SRP033561	SRR1044376	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044376.sra
SRP033561	SRR1044377	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044377.sra
SRP033561	SRR1044378	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044378.sra
SRP033561	SRR1044379	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044379.sra
SRP033561	SRR1044380	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044380.sra
SRP033561	SRR1044381	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044381.sra
SRP033561	SRR1044382	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044382.sra
SRP033561	SRR1044383	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044383.sra
SRP033561	SRR1044384	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044384.sra
SRP033561	SRR1044385	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044385.sra
SRP033561	SRR1044386	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044386.sra
SRP033561	SRR1044387	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044387.sra
SRP033561	SRR1044388	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044388.sra
SRP033561	SRR1044389	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044389.sra
SRP033561	SRR1044390	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044390.sra
SRP033561	SRR1044391	Mus musculus	SINGLE	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033561/SRR1044391.sra
SRP033569	SRR1044666	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044666.sra
SRP033569	SRR1044667	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044667.sra
SRP033569	SRR1044668	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044668.sra
SRP033569	SRR1044669	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044669.sra
SRP033569	SRR1044670	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044670.sra
SRP033569	SRR1044671	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044671.sra
SRP033569	SRR1044672	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044672.sra
SRP033569	SRR1044673	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044673.sra
SRP033569	SRR1044674	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044674.sra
SRP033569	SRR1044675	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044675.sra
SRP033569	SRR1044676	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1044676.sra
SRP033569	SRR1268166	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268166.sra
SRP033569	SRR1268167	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268167.sra
SRP033569	SRR1268168	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268168.sra
SRP033569	SRR1268169	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268169.sra
SRP033569	SRR1268170	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268170.sra
SRP033569	SRR1268171	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268171.sra
SRP033569	SRR1268172	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268172.sra
SRP033569	SRR1268173	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268173.sra
SRP033569	SRR1268174	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268174.sra
SRP033569	SRR1268175	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268175.sra
SRP033569	SRR1268176	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268176.sra
SRP033569	SRR1268177	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268177.sra
SRP033569	SRR1268178	Homo sapiens	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033569/SRR1268178.sra
SRP033700	SRR1047502	Mus musculus	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033700/SRR1047502.sra
SRP033700	SRR1047503	Mus musculus	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033700/SRR1047503.sra
SRP033700	SRR1047504	Mus musculus	PAIRED	/scicore/home/zavolan/kanitz/PROJECTS/SpliceFactorsReprogramming/rawData/sra_data/SRP033700/SRR1047504.sra
